"Protein IDs","Gene names","Protein names","MitoCarta3.0_SubMitoLocalization","MitoCarta3.0_MitoPathways","FC_TOTALS_OCIAD1","p_OCIAD1_TOTALS","sig_TOTALS_OCIAD1","LFQ_KO_TOTALS_22","LFQ_KO_TOTALS_23","LFQ_KO_TOTALS_24","LFQ_WT_TOTALS_22","LFQ_WT_TOTALS_23","LFQ_WT_TOTALS_24","missingness"
"Q12765;Q12765-2;Q12765-3","SCRN1","Secernin-1",NA,NA,0.114678366074866,0.720478285977238,FALSE,25.5727882057184,25.6646052805391,25.2702104201872,25.9146075243681,25.0948778235646,25.1540834602874,"complete"
"Q12768","KIAA0196","WASH complex subunit strumpellin",NA,NA,0.735523858866014,0.239083500094124,FALSE,23.2240663040393,23.1217750470616,23.438669886869,22.207630190734,22.8443295835139,NA,NA
"Q12769;Q12769-3","NUP160","Nuclear pore complex protein Nup160",NA,NA,0.210488126697001,0.67858839539006,FALSE,27.0303111992713,26.4487484781254,27.0722570427343,26.1976087981852,27.4639295464485,26.2583139954063,"complete"
"Q12788","TBL3","Transducin beta-like protein 3",NA,NA,0.0125165770912972,0.98228011277583,FALSE,26.71549910531,26.4851750677095,27.1270058664019,26.078002407254,27.6821168173134,26.5300110835801,"complete"
"Q12789-3;Q12789","GTF3C1","General transcription factor 3C polypeptide 1",NA,NA,0.315543835073498,0.0285134925396458,FALSE,27.6973666410931,27.9246812411225,27.9039023863431,27.4198512207084,27.5709764858929,27.5884910567369,"complete"
"Q12792;Q12792-4;Q12792-3","TWF1","Twinfilin-1",NA,NA,-0.0523677034654675,0.743582198270457,FALSE,25.1736541732955,24.7917256143982,24.973703304972,25.0290950237213,25.2078252716206,24.8592659077202,"complete"
"Q12797-10;Q12797;Q12797-9;Q12797-6;Q12797-11;Q12797-5;Q12797-8;Q12797-2;Q12797-7;Q12797-4;Q12797-3","ASPH","Aspartyl/asparaginyl beta-hydroxylase",NA,NA,0.427713382654765,0.23428297428262,FALSE,25.3226692892326,25.656956235232,25.8452870686972,24.7546412351537,25.6257075054092,25.1614237046346,"complete"
"Q12800-4;Q12800;Q12800-2;Q12800-3;Q9NZI6","TFCP2","Alpha-globin transcription factor CP2",NA,NA,-1.88183945807527,0.00550492342558885,TRUE,24.7121395293616,23.8425302981605,24.4649441038875,25.8562306268302,26.5950603701008,26.2138413087044,"complete"
"Q12824-2;Q12824","SMARCB1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1",NA,NA,0.902644744602732,0.0230784926658113,FALSE,25.8672489528264,26.20612206566,26.2346903108147,25.0247025717833,25.5838311504924,24.9915933732172,"complete"
"Q12830-4;Q12830-2;Q12830","BPTF","Nucleosome-remodeling factor subunit BPTF",NA,NA,0.970257947922001,0.052793683460609,FALSE,24.7383243020848,24.8503008758489,24.8619621508771,23.8598575053593,24.2560018666925,23.423954112993,"complete"
"Q12846;Q12846-2","STX4","Syntaxin-4",NA,NA,-0.0328532360722313,0.900800945484744,FALSE,25.8390127265902,26.6284381336662,26.2497919675794,26.3800716585922,26.2772649744577,26.1584659030026,"complete"
"Q12849;Q12849-5","GRSF1","G-rich sequence factor 1","Matrix","Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly",0.0879285877391354,0.589916190423245,FALSE,28.8292114998555,29.0377798176147,28.824472155755,28.9609342510896,28.5532378233725,28.9135056355457,"complete"
"Q12860;Q12860-2;Q12860-3","CNTN1","Contactin-1",NA,NA,3.16278765360753,0.00401206870936788,TRUE,23.2657615252526,24.2020261943561,23.7115605314321,20.7350856921612,20.4690585012343,20.4868410968227,"MNAR"
"Q12872;Q12872-2","SFSWAP","Splicing factor, suppressor of white-apricot homolog",NA,NA,-0.528263019321265,0.31192859756136,FALSE,23.8302982127405,23.2360540141163,NA,23.7418634375724,24.6740095916629,23.7684443690137,NA
"Q12874","SF3A3","Splicing factor 3A subunit 3",NA,NA,0.1141592200877,0.473888699181004,FALSE,28.0434746727638,28.3383692745299,28.3603982103294,27.9323714061386,28.2670841106545,28.2003089805669,"complete"
"Q12888;Q12888-3;Q12888-2","TP53BP1","Tumor suppressor p53-binding protein 1",NA,NA,0.372943099206566,0.240807212887804,FALSE,25.9935815466455,25.2012299741594,25.5955843629296,25.1154830853383,25.3102720797836,25.2458114209929,"complete"
"Q12893","TMEM115","Transmembrane protein 115",NA,NA,-0.188056057337434,0.386410773054603,FALSE,24.1002498449318,24.172828874789,NA,24.1406964400481,24.6659716283121,24.1671181832333,NA
"Q12904;Q12904-2","AIMP1","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2",NA,NA,-0.0579043590562343,0.687905014236204,FALSE,26.5388399181648,26.4231108996581,26.3170328491198,26.7133517708593,26.3775638105347,26.3617811627174,"complete"
"Q12905","ILF2","Interleukin enhancer-binding factor 2",NA,NA,0.135933073335234,0.613894008193786,FALSE,29.5813275107155,29.3318667668969,29.6810558674192,29.0850621804928,29.8146873940087,29.2867013505244,"complete"
"Q12906-7;Q12906;Q12906-4;Q12906-6;Q12906-5;Q12906-2;Q12906-3","ILF3","Interleukin enhancer-binding factor 3",NA,NA,0.306746174418201,0.483221385972531,FALSE,29.1908586148428,29.2073277870344,29.6630357660201,28.4160075966502,29.613341553998,29.1116344939945,"complete"
"Q12907","LMAN2","Vesicular integral-membrane protein VIP36",NA,NA,-0.361566414004731,0.0442919153762127,FALSE,29.243568931595,29.183123435299,29.2054243291965,29.6081457314494,29.6957081061354,29.4129621005199,"complete"
"Q12923-3;Q12923;Q12923-4;Q12923-2","PTPN13","Tyrosine-protein phosphatase non-receptor type 13",NA,NA,0.999371299183533,0.00121047639340765,FALSE,24.1638733556619,24.2716332651215,24.3266713423233,23.1286059389103,23.4043642879983,23.2310938386475,"complete"
"Q12931-2;Q12931","TRAP1","Heat shock protein 75 kDa, mitochondrial","Matrix","Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",-0.353179134276033,0.22465251218536,FALSE,29.310469845364,29.5970518799536,29.2067910402442,30.107645093788,29.4120104092812,29.6541946653207,"complete"
"Q12955;Q12955-4;Q12955-5;Q12955-7;Q12955-6;P16157-6;P16157-11;P16157-14;P16157-12;P16157-21;P16157;P16157-3;P16157-2;P16157-16;P16157-7;P16157-5;P16157-9;P16157-15;P16157-10;P16157-13;P16157-4;P16157-8","ANK3","Ankyrin-3",NA,NA,1.9307774026111,0.000339209705361429,TRUE,25.9122589806732,25.4864252034816,25.7127628743016,23.7353534425244,23.9887402724316,23.5950211356671,"complete"
"Q12959-4;Q12959-2;Q12959-7;Q12959-5;Q12959;Q12959-3;Q12959-6;Q12959-8;Q12959-9;Q15700-2;Q15700-4;Q15700;Q15700-3;Q15700-5;P78352-3;P78352-2;P78352","DLG1","Disks large homolog 1",NA,NA,0.974083145747098,0.0127656699564843,FALSE,25.2033437695223,25.4845107325789,25.3917571958691,24.4215039316908,24.6454211557648,24.0904371732734,"complete"
"Q12965;O00160","MYO1E","Unconventional myosin-Ie",NA,NA,0.0684588094089307,0.726184134975409,FALSE,22.9374179459095,23.453757087032,23.1482855918591,23.280982342588,23.1193772974092,22.9337245565766,"MAR"
"Q12972;Q12972-2","PPP1R8","Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay",NA,NA,0.419960349596433,0.289752440742284,FALSE,25.274778601319,24.3372548796664,24.9656182477465,24.0490265414691,24.5842621761571,24.6844819623164,"complete"
"Q12974;Q12974-4;Q12974-2;Q12974-3","PTP4A2","Protein tyrosine phosphatase type IVA 2",NA,NA,0.2908379087798,0.178824244748626,FALSE,24.2936747923268,24.6840721680968,24.5510716104702,24.1322639310359,24.0392766073173,24.4847643062012,"complete"
"Q12979-4;Q12979-2;Q12979;Q12979-3","ABR","Active breakpoint cluster region-related protein",NA,NA,0.343445162846269,0.123459673956962,FALSE,24.5592318242518,24.7704966025059,24.8650346816643,24.1536406315877,24.6442550861212,24.3665319021743,"complete"
"Q12981;Q12981-1;Q12981-2;Q12981-3","BNIP1","Vesicle transport protein SEC20",NA,NA,-0.0236075036724976,0.869325243792298,FALSE,25.0647909344776,24.8836018356974,25.0090576862294,24.8884715525013,24.8913475464339,25.2484538684867,"complete"
"Q12996;Q12996-3;Q12996-2","CSTF3","Cleavage stimulation factor subunit 3",NA,NA,0.361375623202633,0.38371391859497,FALSE,25.7037538873042,25.5541592216978,25.9814461951942,24.7875706885634,25.4737253683282,25.8939363776967,"complete"
"Q13011","ECH1","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial","Matrix","Metabolism > Lipid metabolism",0.0382672401781683,0.890836545926006,FALSE,28.75269396294,28.6358315644614,28.3688979606023,28.9967225972018,28.2428392900936,28.4030598801738,"complete"
"Q13015","MLLT11","Protein AF1q",NA,NA,-0.631136810565298,0.189391315334882,FALSE,25.3897218206367,26.5093771025427,25.8929810358762,26.7356344627424,26.1408134120026,26.8090425160065,"complete"
"Q13033-2;Q13033","STRN3","Striatin-3",NA,NA,0.250643957760602,0.0754437594328135,FALSE,24.6614831025976,24.5849465013213,24.5765483660799,24.4424785666397,24.4308559891823,24.197711540895,"complete"
"Q13043;Q13043-2","STK4","Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit",NA,NA,0.687564795069701,0.126075611875278,FALSE,23.840590550895,24.4738331321546,24.5624479034626,23.0731523108352,23.7774922015249,23.963532688943,"complete"
"Q13045;Q13045-2;Q13045-3","FLII","Protein flightless-1 homolog",NA,NA,0.710191756780134,0.00909082205728901,FALSE,25.1655264570397,25.5215954561899,25.4477043158399,24.605997154373,24.8698604393976,24.5283933649585,"complete"
"Q13049","TRIM32","E3 ubiquitin-protein ligase TRIM32",NA,NA,0.57578028606817,0.104701005331895,FALSE,24.6563694660435,24.4649620941826,24.8441772685977,23.6400842099055,24.3517745742672,24.2463091864466,"MAR"
"Q13057;Q13057-2","COASY","Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase","Matrix","Metabolism > Metals and cofactors > Coenzyme A metabolism",0.3679479683795,0.0396082996919131,FALSE,26.5430696198807,26.8449354883461,26.7228078666807,26.3039184604294,26.2065063228944,26.4965442864452,"complete"
"Q13084","MRPL28","39S ribosomal protein L28, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.247302754990631,0.345745247779896,FALSE,27.4510348829369,28.049307825814,27.9542842700679,27.3968788612937,27.8326988247018,27.4831410278514,"complete"
"Q13085;Q13085-3;Q13085-2;Q13085-4;O00763-3;O00763-2;O00763","ACACA","Acetyl-CoA carboxylase 1;Biotin carboxylase","Matrix","Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins",0.337209942144334,0.0406160172647941,FALSE,26.4568997828477,26.1905272708382,26.2611514307324,26.0164631525183,25.9289492566238,25.9515362488432,"complete"
"Q13098-5;Q13098;Q13098-7;Q13098-6","GPS1","COP9 signalosome complex subunit 1",NA,NA,-0.190360446193033,0.30958253201235,FALSE,25.4709856096342,25.1961378140152,25.3191374103091,25.4460860660435,25.3276008685768,25.7836552379173,"complete"
"Q13111;Q13111-3;Q13111-2","CHAF1A","Chromatin assembly factor 1 subunit A",NA,NA,0.424862560670597,0.515001040528862,FALSE,25.3908188226918,25.0233648494997,25.8649730713395,24.047821530745,25.8322423295706,25.1245052012036,"complete"
"Q13112","CHAF1B","Chromatin assembly factor 1 subunit B",NA,NA,-0.467861402700237,0.0561584136718888,FALSE,25.7206413370795,25.3067699693501,25.6169293248288,25.8342448333732,26.2530860921453,25.9605939138406,"complete"
"Q13123","IK","Protein Red",NA,NA,-0.291330805334468,0.438619036940712,FALSE,24.995950705411,25.2347654100014,25.5254765219193,25.0156860952952,26.0140405534297,25.6004584046102,"complete"
"Q13126;Q13126-4;Q13126-3;Q13126-2;Q13126-7;Q13126-6;Q13126-5","MTAP","S-methyl-5-thioadenosine phosphorylase",NA,NA,1.78452781395283,0.0693612436594089,FALSE,26.099878477968,26.1011753966763,25.9186578232695,24.7094694226033,24.8079170049447,23.2487418285073,"complete"
"Q13131;Q13131-2","PRKAA1","5-AMP-activated protein kinase catalytic subunit alpha-1",NA,NA,-0.124586414979163,0.600792420781237,FALSE,24.9191606089311,25.1872938588961,25.0296284049787,25.3185949679865,25.4086119747351,24.7826351750218,"complete"
"Q13144","EIF2B5","Translation initiation factor eIF-2B subunit epsilon",NA,NA,0.364463800654065,0.240423964767724,FALSE,25.5902079460856,24.9150644176683,24.9990623181623,25.0939632590546,24.7143283844351,24.6026516364643,"complete"
"Q13148;Q13148-4","TARDBP","TAR DNA-binding protein 43",NA,NA,-0.0954911707998995,0.571815384303745,FALSE,28.655710397893,28.6249806326817,28.6838568577194,28.6286969424625,28.5885677515634,29.0337567066679,"complete"
"Q13151","HNRNPA0","Heterogeneous nuclear ribonucleoprotein A0",NA,NA,0.0295757111927308,0.936413313144801,FALSE,29.1857250388619,29.2165655469295,29.6174626263211,28.7446281876134,29.8101675955719,29.376230295349,"complete"
"Q13155;Q13155-2","AIMP2","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2",NA,NA,0.0119703937791655,0.87647888339957,FALSE,26.6476701756361,26.7097418983795,26.6398391220778,26.7410765705209,26.6956003520705,26.5246630921645,"complete"
"Q13162","PRDX4","Peroxiredoxin-4","IMS","Metabolism > Detoxification > ROS and glutathione metabolism",-0.115817675489332,0.24089817891374,FALSE,28.9344770129345,29.0849286153473,28.9367941572833,29.2339787192369,29.041054080757,29.0286200120392,"complete"
"Q13177;O75914-2;O75914;O75914-4;O75914-3","PAK2","Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34",NA,NA,1.24947429090767,0.00326461273784837,TRUE,26.4955226779869,26.2044096413663,26.1185826487459,25.3175724420191,24.8445555817119,24.9079640716451,"complete"
"Q13185","CBX3","Chromobox protein homolog 3",NA,NA,0.584305505583998,0.0114231017968669,FALSE,29.8771819843617,29.9548123451588,29.9853315953957,29.2945897421301,29.5198946369737,29.2499250290604,"complete"
"Q13188;Q13188-2","STK3","Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit",NA,NA,0.549799904379267,0.255773393407146,FALSE,27.8953892883743,26.6859152911041,27.1736334344864,26.6685993888176,26.6042571097555,26.8326818022539,"complete"
"Q13190-3;Q13190-2;Q13190-4;Q13190","STX5","Syntaxin-5",NA,NA,0.356692393591931,0.0256752687078676,FALSE,NA,24.9630740127378,24.9122918608798,24.6847380285792,24.6085466122001,24.4496869888713,NA
"Q13200;Q13200-3;Q13200-2","PSMD2","26S proteasome non-ATPase regulatory subunit 2",NA,NA,0.748446458028468,2.19074374450073e-06,FALSE,27.7328919791476,27.7725023434288,27.7422443734551,27.018225170753,26.9746672694134,27.0094068817797,"complete"
"Q13206","DDX10","Probable ATP-dependent RNA helicase DDX10",NA,NA,-0.887721206197803,0.328817371591199,FALSE,25.4497638669677,25.6679636105407,26.4500579107802,25.6008079057644,27.9732944085954,26.6568466925222,"complete"
"Q13217","DNAJC3","DnaJ homolog subfamily C member 3",NA,NA,-0.124812786956035,0.24503976186518,FALSE,25.7849320224446,25.7560189657406,25.6849768166359,25.9656963930721,25.713452492839,25.9212172797781,"complete"
"Q13232","NME3","Nucleoside diphosphate kinase 3","MOM","Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing",1.27627246019847,0.00769602066871449,TRUE,26.6591770366694,26.9745613015571,26.8911030299962,25.5741322680777,25.8698058043107,25.2520859152389,"complete"
"Q13242","SRSF9","Serine/arginine-rich splicing factor 9",NA,NA,-0.5843190728365,0.00739144342088565,FALSE,28.2052007604769,28.4727944366622,28.4313614740152,28.859672193841,29.015441684086,28.9872000117368,"complete"
"Q13243;Q13243-3;Q13243-2","SRSF5","Serine/arginine-rich splicing factor 5",NA,NA,0.356168481840164,0.00211963369446983,FALSE,26.9009654300632,26.9508701735988,26.9297106035078,26.5607943928089,26.5247387178899,26.6275076509505,"complete"
"Q13247;Q13247-3;Q13247-2","SRSF6","Serine/arginine-rich splicing factor 6",NA,NA,-0.310031799880967,0.355374938733626,FALSE,29.2705013784203,29.256874521106,29.1430674231833,29.6069670425313,29.0506537730087,29.9429179068125,"complete"
"Q13263;Q13263-2","TRIM28","Transcription intermediary factor 1-beta",NA,NA,1.01305240146523,0.0002740772910965,TRUE,29.8641552125017,29.701852246345,29.692736821363,28.8341876864737,28.6241585248872,28.7612408644531,"complete"
"Q13268;Q13268-2","DHRS2","Dehydrogenase/reductase SDR family member 2, mitochondrial","Matrix","Metabolism > Detoxification > Xenobiotic metabolism",3.1682697744758,0.0872350538935001,FALSE,25.0163167536107,25.6112482013365,25.5656527213812,21.5473566080604,20.8819661724614,24.2590855723792,"MNAR"
"Q13283;Q13283-2","G3BP1","Ras GTPase-activating protein-binding protein 1",NA,NA,0.726998190590063,0.00526072783903249,FALSE,27.6383986567633,27.9256682961075,27.8931947679621,26.9448456974272,27.0614905584389,27.2699308931966,"complete"
"Q13308;Q13308-6;Q13308-4;Q13308-2;Q13308-3;Q13308-5","PTK7","Inactive tyrosine-protein kinase 7",NA,NA,0.738055863202067,0.00721541417978507,FALSE,26.2767684827887,26.6150980327948,26.3863017923685,25.8543837720081,25.7190731623394,25.4905437839983,"complete"
"Q13310-2;Q13310-3;Q13310;P0CB38","PABPC4","Polyadenylate-binding protein 4",NA,NA,0.0842701274886331,0.543832274739845,FALSE,26.8994507377219,27.1804217920809,27.1812232516627,26.8497530901198,27.1463971038716,27.0121352050082,"complete"
"Q13330-3","MTA1","Metastasis-associated protein MTA1",NA,NA,0.420625908646031,0.32243778511286,FALSE,26.6406488828529,25.6702892346824,26.3216976075285,25.4674352273275,26.2526550853688,25.6506676864294,"complete"
"Q13347","EIF3I","Eukaryotic translation initiation factor 3 subunit I",NA,NA,-0.452586890696669,0.411918519737743,FALSE,31.2847153985881,31.0307437775245,30.570930606374,32.1746566938394,30.7036685063468,31.3658252543904,"complete"
"Q13362-2;Q13362-3;Q13362;Q13362-4;Q13362-5","PPP2R5C","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform",NA,NA,1.9646186868203,0.00272783864476681,TRUE,24.5210574321765,23.7841537691577,24.3266583815313,21.9153067476926,22.5792727309966,22.2434340437154,"complete"
"Q13363-2;Q13363","CTBP1","C-terminal-binding protein 1",NA,NA,0.606394295832832,0.0155733312093476,FALSE,25.8497661261655,25.8483982328484,25.8096968879763,25.2555739939925,25.0775793104877,25.3555250550115,"complete"
"Q13370;Q13370-2","PDE3B","cGMP-inhibited 3,5-cyclic phosphodiesterase B",NA,NA,-0.327628328203719,0.285563952101102,FALSE,23.2572606899714,23.3316655769985,NA,23.328391770151,24.0702787366816,23.4676038782334,NA
"Q13405","MRPL49","39S ribosomal protein L49, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.114220709661964,0.654758595750977,FALSE,27.5317886028698,27.8071258560267,27.4389386035232,27.8181526490753,27.1146407090648,27.5023975752937,"complete"
"Q13409-3;Q13409-6;Q13409-7;Q13409-2;Q13409;Q13409-5","DYNC1I2","Cytoplasmic dynein 1 intermediate chain 2",NA,NA,0.0913496777763001,0.758588981292155,FALSE,27.0153265742661,26.8322503700997,26.5771153002707,27.1841166856368,26.3868224867122,26.5797040389586,"complete"
"Q13416","ORC2","Origin recognition complex subunit 2",NA,NA,0.0737093220717639,0.833707406615325,FALSE,23.9067107356762,23.3618127782368,NA,23.611539846875,23.6847865798063,23.3853308779729,NA
"Q13418;Q13418-2;Q13418-3","ILK","Integrin-linked protein kinase",NA,NA,1.9291019952478,0.00389161230948664,TRUE,25.4601623647349,25.5225766071229,25.6858424268259,23.4020726393091,23.9778332641934,23.5013695094378,"complete"
"Q13423","NNT","NAD(P) transhydrogenase, mitochondrial","MIM","Metabolism > Metals and cofactors > NAD biosynthesis and metabolism",1.18204834965517,0.00730264043823148,TRUE,28.2522461624754,28.7677934003337,28.718557072775,27.2213668953351,27.7324828701641,27.2386018211194,"complete"
"Q13425;Q13425-2","SNTB2","Beta-2-syntrophin",NA,NA,0.413004197247634,0.203530297692703,FALSE,24.7514718141041,25.5282067215204,25.2349128427773,24.7079897656192,24.6770872449207,24.890501776119,"complete"
"Q13426-3;Q13426-2;Q13426","XRCC4","DNA repair protein XRCC4",NA,NA,0.385035742970068,0.0241033264101853,FALSE,24.495700829735,24.7617519715043,24.7292747700506,24.165477457018,24.3264600425735,24.3396828427882,"complete"
"Q13427-2;Q13427","PPIG","Peptidyl-prolyl cis-trans isomerase G",NA,NA,-0.291943536105734,0.346637464003569,FALSE,26.254018791656,25.5866627842799,26.0965523264476,25.9433608826498,26.585026274785,26.2846773532659,"complete"
"Q13428-3;Q13428-8;Q13428;Q13428-4;Q13428-2;Q13428-5","TCOF1","Treacle protein",NA,NA,0.2195805850372,0.137105236520897,FALSE,27.5467952177525,27.3249865503602,27.4989791853794,27.0872355742769,27.2151682944679,27.4096153296357,"complete"
"Q13435","SF3B2","Splicing factor 3B subunit 2",NA,NA,-0.313992901963434,0.447066005120519,FALSE,28.55520488322,27.9143225399036,28.3553834803992,28.4354870453263,29.188595707152,28.1428068569348,"complete"
"Q13438-5;Q13438-3;Q13438-2;Q13438-7;Q13438-6;Q13438-8","OS9","Protein OS-9",NA,NA,-0.196750207712935,0.370546917493357,FALSE,25.1766582202497,25.2620232393391,24.9980749093962,25.6697737060972,25.1125597499256,25.244673536101,"complete"
"Q13442","PDAP1","28 kDa heat- and acid-stable phosphoprotein",NA,NA,0.334083076235199,0.30718048971433,FALSE,26.4596186597157,25.6594096329128,25.8283782543067,25.877952411966,25.5529455516366,25.514259354627,"complete"
"Q13443;Q13443-2","ADAM9","Disintegrin and metalloproteinase domain-containing protein 9",NA,NA,0.47709963931662,0.107134968180907,FALSE,24.7324082296512,24.7359182541993,NA,24.047969359289,24.5941645205358,24.1290569280011,NA
"Q13444-13;Q13444-10;Q13444-9;Q13444-8;Q13444-2;Q13444-7;Q13444-6;Q13444-12;Q13444-5;Q13444-4;Q13444-3;Q13444;Q13444-11","ADAM15","Disintegrin and metalloproteinase domain-containing protein 15",NA,NA,-0.00639982672086603,0.971592144774551,FALSE,23.6351948146586,23.6775086990215,23.7797575085588,23.5844974351975,24.0129521164935,23.5142109507105,"MAR"
"Q13445","TMED1","Transmembrane emp24 domain-containing protein 1",NA,NA,0.325480140447631,0.252918749673283,FALSE,24.9005844196755,24.5207306621658,24.7282215550694,24.3907281594998,24.7446758123431,24.0376922437249,"complete"
"Q13451;Q13451-2","FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed",NA,NA,0.452543344591934,0.143673544702479,FALSE,25.3006302361675,24.5990757984352,24.8708984350499,24.4455559138153,24.3206113264597,24.6468071956018,"complete"
"Q13464","ROCK1","Rho-associated protein kinase 1",NA,NA,0.400871067322367,0.0244520590296227,FALSE,22.4623543221416,22.7121296702935,22.5235290342294,22.2708543040034,21.998097786349,22.226447734345,"complete"
"Q13472;Q13472-2;Q13472-3","TOP3A","DNA topoisomerase 3-alpha","Matrix","Mitochondrial central dogma > mtDNA maintenance > mtDNA replication",-0.102773498614766,0.621057949351376,FALSE,23.4715431223028,23.166587602622,NA,23.4298441912591,23.5085883084929,23.3270840834795,NA
"Q13485","SMAD4","Mothers against decapentaplegic homolog 4",NA,NA,0.863585192469049,0.536531193120428,FALSE,22.6795653575041,NA,24.6513578253258,22.0411548418453,23.6456606266117,22.7188137283807,NA
"Q13492-3;Q13492-2;Q13492-5;Q13492;Q13492-4;O60641-3;O60641-4;O60641","PICALM","Phosphatidylinositol-binding clathrin assembly protein",NA,NA,0.282585467593599,0.754531283463823,FALSE,25.7068459467304,26.3094433862132,26.2311812482739,25.2615201444547,24.8057091003532,27.3324849336288,"complete"
"Q13501;Q13501-2","SQSTM1","Sequestosome-1",NA,NA,-0.669726536201967,0.144482746315856,FALSE,25.6892511182714,25.9043711828262,25.472738487284,26.7879592934064,25.7753584342237,26.5122226693574,"complete"
"Q13505-3;Q13505;Q13505-2","MTX1","Metaxin-1","MOM","Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",-0.487459432444364,0.103504214997184,FALSE,27.3323996300625,27.9291074274856,27.6957028532628,28.1433247083809,28.1851981962592,28.0910653035039,"complete"
"Q13510-2;Q13510;Q13510-3","ASAH1","Acid ceramidase;Acid ceramidase subunit alpha;Acid ceramidase subunit beta",NA,NA,0.389938771724932,0.0954471371053241,FALSE,25.0998741766243,24.8870323855611,25.0461532069616,24.4623850647055,24.4945916447278,24.9062667445389,"complete"
"Q13523","PRPF4B","Serine/threonine-protein kinase PRP4 homolog",NA,NA,-0.4333302061195,0.494439145917374,FALSE,25.8357645794784,26.0394504223301,26.6022401844996,25.7401395422559,27.4831971861263,26.5541090762844,"complete"
"Q13526;O15428","PIN1","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1",NA,NA,1.0112775168233,0.0115786260258997,TRUE,27.0717855145945,26.612633402009,26.8385937711369,25.7595917692303,25.8358337894017,25.8937545786385,"complete"
"Q13547","HDAC1","Histone deacetylase 1",NA,NA,0.7726099984312,0.0978087192901609,FALSE,26.8514725686331,26.6904429415271,27.0540530214997,25.7348219407728,26.6499914408204,25.8933251547731,"complete"
"Q13555-5;Q13555-7;Q13555-6;Q13555;Q13555-8;Q13555-10;Q13555-2;Q13555-9;Q13555-3;Q13555-11;Q13555-4;Q13554-2;Q13554-7;Q13554-5;Q13554-8;Q13554-3;Q13554-6;Q13554-4;Q13554;Q9UQM7;Q9UQM7-2","CAMK2G;CAMK2B","Calcium/calmodulin-dependent protein kinase type II subunit gamma;Calcium/calmodulin-dependent protein kinase type II subunit beta",NA,NA,0.162163618811231,0.334365614405933,FALSE,26.7665101899701,26.8687317934955,26.9897489245166,26.4975778624684,26.932565050237,26.7083571388431,"complete"
"Q13557-8;Q13557-12;Q13557-10;Q13557;Q13557-6;Q13557-11;Q13557-9;Q13557-3","CAMK2D","Calcium/calmodulin-dependent protein kinase type II subunit delta",NA,NA,0.3171054543926,0.0992972503412074,FALSE,26.3248469306372,26.3503702956522,26.443745378298,25.9418993068244,26.2860402567872,25.939706677798,"complete"
"Q13561;Q13561-3;Q13561-2","DCTN2","Dynactin subunit 2",NA,NA,0.0875531578446349,0.485885404506124,FALSE,27.0043631065971,27.0474090747057,26.9230647561348,27.0830993569699,26.8964778007121,26.7326003062217,"complete"
"Q13564-2;Q13564;Q13564-4;Q13564-3","NAE1","NEDD8-activating enzyme E1 regulatory subunit",NA,NA,0.537877351755235,0.00889126308644088,FALSE,25.239612694455,25.4449298080423,25.2613221530132,24.9061361515277,24.6157196857943,24.8103767629228,"complete"
"Q13573","SNW1","SNW domain-containing protein 1",NA,NA,0.214111188214304,0.78800342860598,FALSE,26.3604046960406,26.3469666069367,27.2511783316917,25.1706566227452,27.3844114487477,26.7611479985332,"complete"
"Q13586;Q13586-2","STIM1","Stromal interaction molecule 1",NA,NA,0.301924485705502,0.19175523740139,FALSE,24.8894112982029,25.4018021197515,25.31467089097,24.7447882851618,25.0642361922106,24.8910863744355,"complete"
