"Protein IDs","Gene names","Protein names","MitoCarta3.0_SubMitoLocalization","MitoCarta3.0_MitoPathways","FC_MITOS_OCIAD1","p_OCIAD1_MITOS","sig_MITOS_OCIAD1","LFQ_KO_MITOS_22","LFQ_KO_MITOS_23","LFQ_KO_MITOS_24","LFQ_WT_MITOS_22","LFQ_WT_MITOS_23","LFQ_WT_MITOS_24","missingness"
"P63104;P63104-2","YWHAZ","14-3-3 protein zeta/delta",NA,NA,-0.121064967888433,0.287951525349878,FALSE,27.2146507038715,27.3885988118783,27.3400632692538,27.5956395704232,27.3329054629865,27.3779626552592,"complete"
"P63151;P63151-2;Q66LE6;Q00005-6;Q00005;Q00005-2;Q00005-3;Q00005-4;Q00005-5;Q00005-7;Q9Y2T4-3;Q9Y2T4-4;Q9Y2T4-2;Q9Y2T4","PPP2R2A","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform",NA,NA,0.341974743707635,0.0801783021536895,FALSE,23.769849842151,24.0209809113905,23.8194941016063,23.7185043586518,23.3167290621277,23.5491672032454,"complete"
"P63165;G2XKQ0;P63165-2","SUMO1","Small ubiquitin-related modifier 1;Small ubiquitin-related modifier",NA,NA,0.576784756210866,0.101563876583081,FALSE,25.5930955411103,25.4619286211964,26.1329600246355,25.0949912836558,25.2317148696794,25.1309237649744,"complete"
"P63167","DYNLL1","Dynein light chain 1, cytoplasmic",NA,NA,0.283175480412901,0.0459469805000078,FALSE,25.9837507606535,25.8710194653063,25.9201293067634,25.5115758704702,25.6443709371657,25.7694262838486,"complete"
"P63172","DYNLT1","Dynein light chain Tctex-type 1",NA,NA,-0.1086858906035,0.724715084686384,FALSE,24.7976258567267,24.9594606164174,24.7027673278639,25.2076668555593,25.1754155361499,24.4028290811093,"MAR"
"P63173","RPL38","60S ribosomal protein L38",NA,NA,-0.105744651464768,0.683502292539148,FALSE,28.5452777199949,28.2095558817002,28.2913547009415,28.0723765904835,28.4894544872267,28.8015911793207,"complete"
"P63208;P63208-2","SKP1","S-phase kinase-associated protein 1",NA,NA,0.186020728706684,0.258480595584421,FALSE,25.4861739765675,25.4283416126695,25.8136910088678,25.3603157532224,25.4197805214341,NA,NA
"P63218;A0A804HLA8","GNG5","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5",NA,NA,-0.2130351468486,0.599498327731213,FALSE,24.628391719208,25.2428865617656,24.699605820286,25.4892468608276,24.4582738246299,25.2624688563479,"complete"
"P63220","RPS21","40S ribosomal protein S21",NA,NA,-0.266405937351131,0.207440453181918,FALSE,28.0619659991227,27.849838887056,27.9617290549447,27.9734286961152,28.2116107347304,28.4877123223312,"complete"
"P63241;P63241-2;Q6IS14;Q9GZV4","EIF5A;EIF5AL1","Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like",NA,NA,-0.0999431496115335,0.468804226734996,FALSE,28.7272148730972,28.5831562273804,28.8307891099688,28.6530298947513,28.7887904898906,28.9991692746391,"complete"
"P63244","GNB2L1","Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",NA,NA,-0.114240520899934,0.451840241905007,FALSE,29.3514200731428,29.174512367764,29.3663306064871,29.2128922660503,29.4027528069885,29.6193395370549,"complete"
"P63261","ACTG1","Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",NA,NA,0.150858585727107,0.191819618958411,FALSE,32.9517091745788,32.8558080536386,33.0192698721454,32.6760264725424,32.756003204665,32.9421816659741,"complete"
"P63279","UBE2I","SUMO-conjugating enzyme UBC9",NA,NA,0.356738841832399,0.0200070506915237,FALSE,25.8304859884018,25.6909252751861,25.9378238997199,25.3416299754434,25.5150312771305,25.5323573852367,"complete"
"P67775;P67775-2","PPP2CA","Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform",NA,NA,-0.364354411524502,0.0381619096761996,FALSE,25.4763398548469,25.4254950179719,25.6802688174321,25.8686810714439,25.9219429836414,25.8845428697391,"complete"
"P67809;Q9Y2T7","YBX1","Nuclease-sensitive element-binding protein 1",NA,NA,-0.0260799410592369,0.937193266982851,FALSE,27.7088982826849,27.2212813830762,27.6659515311129,27.0581617526431,27.6610207058895,27.9551885615191,"complete"
"P67812-4;P67812;P67812-3;P67812-2;P0C7V7","SEC11A","Signal peptidase complex catalytic subunit SEC11A",NA,NA,-0.126148124928402,0.379686404973843,FALSE,26.6799497601037,26.8148128719822,26.4557709750512,26.84298440448,26.6380637007655,26.8479298766768,"complete"
"P67870","CSNK2B","Casein kinase II subunit beta",NA,NA,-0.0674173273247014,0.729887710578934,FALSE,24.7149777697758,24.6291091760151,25.1622902641676,24.8949463657318,25.0012394697162,24.8124433564846,"complete"
"P67936;P67936-2","TPM4","Tropomyosin alpha-4 chain",NA,NA,-0.00614634616856335,0.924401323379809,FALSE,27.5584338605553,27.5974361931814,27.6744890690756,27.6302289546394,27.5238585693559,27.6947106373227,"complete"
"P68032;P68133;P62736;P63267;P63267-2","ACTC1;ACTA1;ACTA2;ACTG2","Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle",NA,NA,-0.596751174113365,0.240985437243568,FALSE,32.3107784640134,32.5233514744616,31.3338694877332,32.7124321598728,32.4709990144432,32.7748217742323,"complete"
"P68036;P68036-3;P68036-2;A0A1B0GUS4","UBE2L3","Ubiquitin-conjugating enzyme E2 L3",NA,NA,-0.832583404059633,0.0549266998099371,FALSE,22.6732368671609,22.9032947705687,23.0924976067389,23.8175814540036,23.2657922417195,24.0834057609243,"complete"
"P68104;Q5VTE0","EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3",NA,NA,-0.574127435263204,0.00094808188608523,FALSE,31.6475763046824,31.5609519499586,31.6738419374327,32.11382624804,32.2147036724835,32.2762225773398,"complete"
"P68363;P68363-2;P68366-2;P68366;Q9H853","TUBA1B;TUBA4A","Tubulin alpha-1B chain;Tubulin alpha-4A chain",NA,NA,-0.180574919499833,0.0118274932174778,FALSE,30.4115920138136,30.4351292684726,30.3361844763415,30.5977560056436,30.5843548704692,30.5425196410144,"complete"
"P68371","TUBB4B","Tubulin beta-4B chain",NA,NA,-0.215570990551136,0.0357325333523094,FALSE,30.7633912727355,30.8094361201909,30.6329153905007,31.0030565133717,30.9825281162903,30.8668711254185,"complete"
"P68400;Q8NEV1;P68400-2","CSNK2A1;CSNK2A3","Casein kinase II subunit alpha;Casein kinase II subunit alpha 3",NA,NA,-0.174145751993667,0.306284813778449,FALSE,25.4484795860867,25.2526127107301,25.6261470666696,25.4281359979272,25.6425325468685,25.7790080746717,"complete"
"P68402;P68402-3;P68402-2;P68402-4","PAFAH1B2","Platelet-activating factor acetylhydrolase IB subunit beta",NA,NA,0.259891287852934,0.106814672851887,FALSE,22.7700953344382,22.8128644200629,23.0304169608008,22.6117888778435,22.4467322930707,22.7751816808289,"complete"
"P68431;Q16695;Q6NXT2;P0DPK2;P0DPK5","HIST1H3A;HIST3H3;H3F3C","Histone H3.1;Histone H3.1t;Histone H3.3C",NA,NA,0.0472279180455999,0.928308489906944,FALSE,29.2000931191196,28.9050843494119,29.3310840725905,29.1248329384189,29.8720738056468,28.2976710429195,"complete"
"P78310;P78310-2;P78310-6;P78310-7;P78310-5;P78310-4;P78310-3","CXADR","Coxsackievirus and adenovirus receptor",NA,NA,-0.816338724417768,0.00565403712518168,FALSE,27.1365580519215,27.0924176201559,26.8047083421504,27.7947895527885,27.9383803424257,27.7495302922669,"complete"
"P78324-4;P78324;Q5TFQ8;P78324-2","SIRPA;SIRPB1","Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3",NA,NA,-0.590431764011932,0.268246469594218,FALSE,23.0398851009848,22.6822409341158,22.932004316394,23.1803043927262,23.7699793696274,NA,NA
"P78344;P78344-2","EIF4G2","Eukaryotic translation initiation factor 4 gamma 2",NA,NA,0.186389122503165,0.18648986097329,FALSE,24.9622544840817,24.824645321078,24.747300637853,24.4893734670399,24.6693994638692,24.8162601445941,"complete"
"P78347-2;P78347-4;P78347-3;P78347;P78347-5;Q86UP8-3;Q86UP8;Q6EKJ0","GTF2I","General transcription factor II-I",NA,NA,0.316774366422631,0.0787621577055974,FALSE,26.2306619761982,26.2019793518581,26.1467972678853,25.905252643651,26.0328144154222,25.6910484376005,"complete"
"P78356;P78356-2","PIP4K2B","Phosphatidylinositol 5-phosphate 4-kinase type-2 beta",NA,NA,-0.726916540420799,0.195049196146976,FALSE,25.2800332058271,24.61358084975,24.3976630965016,24.7627084974101,25.7138345016987,25.9954837742323,"complete"
"P78362;P78362-2","SRPK2","SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal",NA,NA,-0.273770481258833,0.536414756945957,FALSE,24.0587109580721,23.4606772310087,23.8210234935266,23.4059184245221,24.1424073603301,24.6133973415317,"complete"
"P78368;Q9Y6M4-6;Q9HCP0-2;Q9HCP0","CSNK1G2;CSNK1G3;CSNK1G1","Casein kinase I isoform gamma-2;Casein kinase I isoform gamma-3;Casein kinase I isoform gamma-1",NA,NA,-0.505707152691066,0.186378947879894,FALSE,25.3302714015609,24.8175720115467,24.7738507273706,24.9725554384344,25.7441478734992,25.7221122866178,"complete"
"P78371;P78371-2","CCT2","T-complex protein 1 subunit beta",NA,NA,0.066219430481631,0.809804347800434,FALSE,28.2818836956724,27.8466700678204,28.1324649268053,27.5892830128566,28.1708279717058,28.3022494142908,"complete"
"P78406","RAE1","mRNA export factor",NA,NA,0.265509684033798,0.0730667328703645,FALSE,25.7988087332441,25.7532699947983,26.0167084003616,25.5806617934147,25.633877837703,25.5577184451849,"complete"
"P78417;P78417-3;P78417-2","GSTO1","Glutathione S-transferase omega-1",NA,NA,0.128909478977068,0.212510659165529,FALSE,24.2876701306015,24.2468886678602,24.320889815219,24.0826013231881,24.0844316075838,24.3016872459776,"complete"
"P78527;P78527-2","PRKDC","DNA-dependent protein kinase catalytic subunit",NA,NA,0.923845886900367,0.00282113464347613,FALSE,27.9089841813582,27.6924410599823,27.7161267706957,26.6476017856515,26.9806878709049,26.9177246947787,"complete"
"P78536;P78536-2","ADAM17","Disintegrin and metalloproteinase domain-containing protein 17",NA,NA,-0.20205477957343,0.26516046702085,FALSE,24.091933903197,24.0150017594032,23.91197223816,24.0557445995031,24.0959627959388,24.4733648440386,"complete"
"P78537-2;P78537","BLOC1S1","Biogenesis of lysosome-related organelles complex 1 subunit 1","unknown","Signaling",0.25589476651983,0.104896532205092,FALSE,25.3224791868498,25.1536246792667,25.0538883078666,24.7853107811582,25.098480716187,24.8785163770784,"complete"
"P78540","ARG2","Arginase-2, mitochondrial","Matrix","Metabolism > Amino acid metabolism",0.503204703407466,0.0490690811068731,FALSE,26.617035761348,26.5208446283112,26.9719771754739,26.1803605909427,26.3182946558215,26.1015882081465,"complete"
"P80303;P80303-2","NUCB2","Nucleobindin-2;Nesfatin-1",NA,NA,0.569383545042363,0.12730824285365,FALSE,27.9777674127381,27.6559496573757,27.9953810841267,26.9241144848175,27.2446186272076,27.7522144070883,"complete"
"P80404","ABAT","4-aminobutyrate aminotransferase, mitochondrial","Matrix","Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins",-0.930247082010098,0.023791366393584,FALSE,25.1954644709169,24.9728161071242,24.5728433857489,25.700084956751,26.2170090459821,25.6147712070872,"complete"
"P80723;P80723-2","BASP1","Brain acid soluble protein 1",NA,NA,-1.3001992301559,0.00115400081985191,TRUE,27.5014521358641,27.4611371843784,27.8226148939198,28.8348165173351,28.7879491537377,29.0630362335572,"complete"
"P82650;P82650-2","MRPS22","28S ribosomal protein S22, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.534890717646231,0.0120773268786632,FALSE,28.8555977099165,28.8014582252565,29.0517676462828,28.3920326074116,28.5149768236092,28.1971419974963,"complete"
"P82663;P82663-2;P82663-3","MRPS25","28S ribosomal protein S25, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.213233622528168,0.154063388996046,FALSE,27.3672186762893,27.3402209650501,27.6503936851347,27.2588997951247,27.288442469767,27.1707901939979,"complete"
"P82664","MRPS10","28S ribosomal protein S10, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.218472004417468,0.204910983388367,FALSE,27.1147614041751,27.1938139780047,27.4007368531441,27.1668117617448,27.0928202076602,26.7942642526665,"complete"
"P82673;P82673-2","MRPS35","28S ribosomal protein S35, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.0999964252103673,0.491430631033553,FALSE,29.1678728700902,29.0980636479526,29.4785577880653,29.1373071459964,29.2299410451725,29.0772568393081,"complete"
"P82675;P82675-2","MRPS5","28S ribosomal protein S5, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.161958887885934,0.250137003313569,FALSE,28.0313204003023,28.0330773587032,28.3370875156557,28.0240142156808,28.0175133859195,27.8740810094031,"complete"
"P82909","MRPS36","28S ribosomal protein S36, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle",0.439762316073569,0.0388122504326646,FALSE,27.5394817834874,27.6603408644496,27.9217139439713,27.3882054834313,27.1518926018349,27.2621515584214,"complete"
"P82912;P82912-2;P82912-3","MRPS11","28S ribosomal protein S11, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.281641519489902,0.0622193466787221,FALSE,28.5240801782076,28.4122487306353,28.7064795403267,28.1923569988597,28.3398073934804,28.2657194983598,"complete"
"P82914","MRPS15","28S ribosomal protein S15, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.3888257003102,0.0946569788029698,FALSE,27.0250546955314,27.0525030988099,27.4504310773659,26.860116240921,26.7886368115431,26.7127587183125,"complete"
"P82921","MRPS21","28S ribosomal protein S21, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.468796112138634,0.0201477897478365,FALSE,27.3093544590906,27.2785809875256,27.5000822398598,26.8797437887701,26.8967245689648,26.9051609923252,"complete"
"P82930","MRPS34","28S ribosomal protein S34, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.150562484358765,0.0456917026153804,FALSE,27.7839066676736,27.8622025758119,27.8972230288087,27.7765521360323,27.654810618052,27.6602820651336,"complete"
"P82932","MRPS6","28S ribosomal protein S6, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.373480211437666,0.0779713918953645,FALSE,28.3452403184575,28.4859681626623,28.6835536736424,28.3303764671602,28.1529872518446,27.9109578014444,"complete"
"P82933","MRPS9","28S ribosomal protein S9, mitochondrial","Matrix","Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.256878769960235,0.00683986936443188,FALSE,28.572810282858,28.5308865325286,28.6570034959658,28.3189230220797,28.3915968880071,28.2795440913849,"complete"
"P82979","SARNP","SAP domain-containing ribonucleoprotein",NA,NA,0.817239900941868,0.387283184738676,FALSE,23.4962092316371,24.5314461478977,22.3525477117158,23.6462574593875,22.5683058150619,21.7139201139756,"MAR"
"P83111;P83111-2","LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial","IMS","Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Metabolism > Lipid metabolism > Phospholipid metabolism",-1.18653239922066,0.0140642403594818,TRUE,24.7315629232376,24.7524952274534,24.2861817049771,25.7757617893829,25.8213728649875,25.7327023989597,"complete"
"P83731","RPL24","60S ribosomal protein L24",NA,NA,-0.144449321163798,0.392367028744765,FALSE,28.9461592746496,28.7240612029447,28.7743274383439,28.716801968622,29.0066237753116,29.154470135496,"complete"
"P83916","CBX1","Chromobox protein homolog 1",NA,NA,1.4234623670115,0.0206449520445437,TRUE,22.8290400899533,22.8483583657898,22.0252837740239,21.1725509013361,21.3393720438325,20.9203721835639,"MAR"
"P84077;P61204;P61204-2","ARF1;ARF3","ADP-ribosylation factor 1;ADP-ribosylation factor 3",NA,NA,-0.741350308818536,0.319948368578361,FALSE,24.6332917840416,25.4254723463947,26.3639035235058,26.9585643188368,25.5206985278559,26.167455733705,"complete"
"P84090","ERH","Enhancer of rudimentary homolog",NA,NA,0.470743531685468,0.291431759303281,FALSE,25.7245386714271,26.0114512118902,26.8077290841922,26.0749312164469,25.5732709837828,25.4832861722234,"complete"
"P84095","RHOG","Rho-related GTP-binding protein RhoG",NA,NA,0.152589984980764,0.0511075400804257,FALSE,27.4776319858408,27.5256922758173,27.43436561514,27.3865608212021,27.3512449102098,27.2421141904439,"complete"
"P84098","RPL19","60S ribosomal protein L19",NA,NA,0.000453925863997284,0.998059861372324,FALSE,29.0070029157279,28.7636564542692,28.9278017483827,28.6255531204616,28.9088891550803,29.1626570652459,"complete"
"P84103-2;P84103","SRSF3","Serine/arginine-rich splicing factor 3",NA,NA,0.456364942364367,0.00184895574950628,FALSE,28.344327987304,28.2493654201083,28.2387816659236,27.7386075474191,27.8965360070599,27.8282366917638,"complete"
"P84157-2;P84157-3;P84157","MXRA7","Matrix-remodeling-associated protein 7",NA,NA,-3.67544588722797,0.0103030500755054,TRUE,22.6378610152351,23.4424347387561,21.4700764340935,26.742984890496,25.6768031004514,26.1569218588212,"MNAR"
"P84243","H3F3A","Histone H3.3",NA,NA,2.28817572735037,0.17573249878371,FALSE,28.8023547431529,27.4863215292293,28.2847932320019,25.3624745370582,28.1053142562005,24.2411535290743,"MNAR"
"P86791;P86790","CCZ1;CCZ1B","Vacuolar fusion protein CCZ1 homolog;Vacuolar fusion protein CCZ1 homolog B",NA,NA,-1.45232781705127,0.0109661165247786,TRUE,24.1249399064695,24.1339928897012,24.3600128303313,25.5624706558055,25.3652136002511,26.0482448215992,"complete"
"P98082-2;P98082-3;P98082","DAB2","Disabled homolog 2",NA,NA,0.687835886186683,0.0608253374633785,FALSE,24.8894532967088,24.6967716252621,24.2728485199646,NA,23.9058639802901,23.9578465419602,NA
"P98172","EFNB1","Ephrin-B1",NA,NA,-0.81353078199605,0.0752740764013804,FALSE,NA,24.3861401387345,24.0327901562048,24.5708800415912,25.0752912483344,25.4228164984715,NA
"P98179","RBM3","RNA-binding protein 3",NA,NA,-0.595360058766033,0.138865985555745,FALSE,24.6854247727809,24.6523163897865,25.2326333583488,25.3132494128885,25.0982696137953,25.9449356705305,"complete"
"P98194-2;P98194-4;P98194;P98194-3;P98194-5;P98194-8;P98194-9;P98194-6;P98194-7","ATP2C1","Calcium-transporting ATPase type 2C member 1",NA,NA,0.0598298596877349,0.735913481275226,FALSE,24.6101232124239,24.6092635379901,24.57908341314,24.4445194466168,24.3329087656332,24.8415523722408,"complete"
"P99999;CON__P62894","CYCS","Cytochrome c","IMS","Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C | Mitochondrial dynamics and surveillance > Apoptosis",0.103116605763134,0.697611476885111,FALSE,29.5254286012823,29.7817248856974,29.4501341029075,29.8019682975242,29.5786655943318,29.0673038807418,"complete"
"Q00013;Q00013-3;Q00013-2","MPP1","55 kDa erythrocyte membrane protein",NA,NA,0.114401790646902,0.717539689765705,FALSE,25.279896523399,24.7944171336798,25.197154507847,24.4925031384991,25.1196387217447,25.3161209327413,"complete"
"Q00059;Q00059-2","TFAM","Transcription factor A, mitochondrial","Matrix","Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription",0.498129153154334,0.0203257669011309,FALSE,29.9173393971984,30.0947841247404,30.2015574454816,29.7707959529565,29.5114742430649,29.437023311936,"complete"
"Q00325-2;Q00325","SLC25A3","Phosphate carrier protein, mitochondrial","MIM","Metabolism > Metals and cofactors > Copper metabolism | Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > SLC25A family",-0.271188850284535,0.362398944798118,FALSE,31.5029661870286,31.9678007351015,31.7651227367685,32.3868417202448,31.6279943997817,32.0346200897257,"complete"
"Q00341;Q00341-2","HDLBP","Vigilin",NA,NA,-0.656215380134331,0.0165851141917724,FALSE,26.950054743663,26.9487828868842,26.862687627966,27.509339024446,27.4465483222879,27.7742840521823,"complete"
"Q00535;Q00535-2;Q96Q40-6;Q96Q40-4;Q96Q40-3;O94921-3;Q96Q40-5;Q96Q40;O94921-2;O94921","CDK5","Cyclin-dependent-like kinase 5",NA,NA,-0.301680594022901,0.365675261205442,FALSE,24.593907801577,24.1982173111192,23.8657536523836,24.1746529525029,24.8939128518711,24.4943547427745,"complete"
"Q00610-2;Q00610","CLTC","Clathrin heavy chain 1",NA,NA,-0.140751002118233,0.486441164781383,FALSE,28.1289898618278,27.9412090025855,28.2997998290103,28.0440885469198,28.1996043126724,28.5485588401861,"complete"
"Q00688","FKBP3","Peptidyl-prolyl cis-trans isomerase FKBP3",NA,NA,0.194147977679698,0.200978799448968,FALSE,27.9009318650044,27.7650731355423,28.0014544906239,27.5381647986242,27.658775321354,27.8880754381533,"complete"
"Q00765;Q00765-2","REEP5","Receptor expression-enhancing protein 5",NA,NA,-0.339264776365368,0.212535082340993,FALSE,25.2024543001766,25.2683608238379,25.6788493032645,25.7128574453855,25.4284173161108,26.0261839948788,"complete"
"Q00796;Q00796-2","SORD","Sorbitol dehydrogenase",NA,NA,-1.2677247835315,0.00376038138793513,TRUE,24.4697714221039,24.1878047513844,24.3033371645906,25.304308094229,25.6913425510474,25.768437043397,"complete"
"Q00839-2;Q00839","HNRNPU","Heterogeneous nuclear ribonucleoprotein U",NA,NA,-0.0982466213737681,0.673010322223488,FALSE,28.4539398282572,28.8040640585901,28.4125756859892,28.9953001949415,28.5546961919532,28.4153230500631,"complete"
"Q01081;Q01081-4;Q8WU68-3;Q8WU68;Q01081-3;Q8WU68-2","U2AF1","Splicing factor U2AF 35 kDa subunit",NA,NA,0.0835752472491684,0.762594127417902,FALSE,26.1495273778857,25.9826564874391,26.7688550012368,26.1162353024114,26.2705784178341,26.2634994045686,"complete"
"Q01082;Q01082-2;P11277-3;P11277;P11277-2","SPTBN1","Spectrin beta chain, non-erythrocytic 1",NA,NA,0.0935954372538674,0.496781654765423,FALSE,29.4523209783616,29.2367638508001,29.2540174572668,29.0177257865499,29.3470374034184,29.2975527846986,"complete"
"Q01105;Q01105-3;Q01105-4;Q01105-2;P0DME0","SET;SETSIP","Protein SET;Protein SETSIP",NA,NA,-0.321064168245165,0.113302228080505,FALSE,26.7650196144579,26.5588444095328,26.7318509440035,26.7787774657512,27.0165653923722,27.2235646146063,"complete"
"Q01130-2;Q01130","SRSF2","Serine/arginine-rich splicing factor 2",NA,NA,0.277066247419697,0.370903255685744,FALSE,NA,24.6655838524107,24.9972792283359,24.3517614373594,24.3485194371804,24.962815004321,NA
"Q01518","CAP1","Adenylyl cyclase-associated protein 1",NA,NA,-2.66265246483357,0.0218715456241734,TRUE,19.168802696877,20.3498920328083,18.7301655263632,23.1544441179345,21.643427770381,21.4389457622337,"MNAR"
"Q01518-2","CAP1","Adenylyl cyclase-associated protein 1",NA,NA,-0.319977607260199,0.224616696333899,FALSE,25.3124585517337,25.3978985743423,25.3902302670096,25.6552490984595,25.3827240151204,26.0225471012863,"complete"
"Q01581;P54868-3;P54868-2;P54868","HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic",NA,NA,0.113647734169934,0.642026109366026,FALSE,26.3684764469348,26.0618453748378,26.1221729087875,25.7160637160976,26.093277306573,26.4022105053797,"complete"
"Q01650","SLC7A5","Large neutral amino acids transporter small subunit 1",NA,NA,-1.39378249677981,0.0147490283120638,TRUE,24.8005704836958,NA,25.0191910998327,26.7070076587496,26.2830227688128,25.9209594380698,NA
"Q01780-2;Q01780","EXOSC10","Exosome component 10",NA,NA,2.0755818214505,0.127374825345663,FALSE,23.3657729741184,22.9078538262481,20.546282741392,19.7068866517876,20.8661453998593,20.0201320257601,"MAR"
"Q01813;Q01813-2","PFKP","ATP-dependent 6-phosphofructokinase, platelet type",NA,NA,-0.136290440247802,0.36781282424184,FALSE,25.4986411968242,25.5811142523892,25.5951627108504,25.836369080751,25.7870688680065,25.4603515320497,"complete"
"Q01844-6;Q01844-3;Q01844;Q01844-5;Q01844-2;Q01844-4","EWSR1","RNA-binding protein EWS",NA,NA,0.639725275401467,0.0430188167538786,FALSE,24.5498796017146,25.0542942191943,24.6674916395122,NA,24.1645169754644,24.0704761140134,NA
"Q01970-2;Q01970","PLCB3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",NA,NA,1.0137760554227,0.022306573853019,TRUE,25.3119245104069,25.6819337676611,25.6694875172284,24.9444354644068,24.4453991481199,24.2321830165016,"complete"
"Q02040;Q02040-2;Q02040-3","AKAP17A","A-kinase anchor protein 17A",NA,NA,1.98099201997013,0.132981593934319,FALSE,24.6301364961915,23.2921335305431,24.4150708078328,21.380751547642,23.8447286349246,21.1688845920904,"MNAR"
"Q02127","DHODH","Dihydroorotate dehydrogenase (quinone), mitochondrial","MIM","Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other",0.292068770364768,0.0512726398824864,FALSE,27.5289546985635,27.3698920873214,27.6517223208865,27.1029066803687,27.3213199023125,27.2501362129959,"complete"
"Q02218;Q02218-2;Q02218-3","OGDH","2-oxoglutarate dehydrogenase, mitochondrial","Matrix","Metabolism > Carbohydrate metabolism > TCA cycle",0.651817496432233,0.000682123479330995,FALSE,29.3787271475765,29.3803904336705,29.531191257932,28.8158718212935,28.8253466899399,28.6936378386489,"complete"
"Q02241;Q02241-2;Q02241-3","KIF23","Kinesin-like protein KIF23",NA,NA,-0.0620399324185357,0.665318357557239,FALSE,26.1126532645652,26.2535380400234,26.4428639991629,26.5059060907815,26.29852431206,26.1907446981656,"complete"
"Q02252;Q02252-2","ALDH6A1","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","MIM","Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism",0.676535484376998,0.0289094714357718,FALSE,28.8396142245332,28.8118086598107,29.2239792427438,28.3096814636828,28.3291150212184,28.2069991890555,"complete"
"Q02487-2;Q02487;Q08554-2","DSC2","Desmocollin-2",NA,NA,-0.998907758798001,0.00150489561345587,FALSE,26.7028012936484,26.7623922981256,26.5157975810921,27.6769448128125,27.5911201191825,27.7096495172651,"complete"
"Q02543","RPL18A","60S ribosomal protein L18a",NA,NA,-0.0134603451637005,0.875122906120288,FALSE,28.7960795887347,28.6652986924772,28.7655913125663,28.6233536494658,28.7913845393893,28.8526124404142,"complete"
"Q02750-2;Q02750","MAP2K1","Dual specificity mitogen-activated protein kinase kinase 1",NA,NA,-2.4400595626752,0.117674237941936,FALSE,21.8136651352477,22.6163057180857,19.417666899619,24.1753656924599,23.2638117463548,23.7286390021633,"MNAR"
"Q02790","FKBP4","Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",NA,NA,-2.35636557796227,0.000604269635425364,TRUE,23.5218450380548,23.7909673472373,23.2173973071745,25.9849355441258,25.5257036635126,26.088667218715,"complete"
"Q02809;Q02809-2","PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",NA,NA,0.3731040380836,0.0141068516249083,FALSE,27.9781901994979,27.8889276000217,27.8670432936661,27.4274612942744,27.5363837755006,27.6510039091599,"complete"
